ADS year,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
ADS month,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,7,7,7
ADS abstract link,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2020arXiv201202274R/abstract,https://ui.adsabs.harvard.edu/abs/2021A%26A...651A.100O/abstract,https://ui.adsabs.harvard.edu/abs/2021A%26A...651A.100O/abstract,https://ui.adsabs.harvard.edu/abs/2021A%26A...651A.100O/abstract,https://ui.adsabs.harvard.edu/abs/2021A%26A...651A.100O/abstract,https://ui.adsabs.harvard.edu/abs/2021A%26A...651A.100O/abstract,https://ui.adsabs.harvard.edu/abs/2021A%26A...651A.100O/abstract
ArXiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2012.02274,https://arxiv.org/abs/2102.05649,https://arxiv.org/abs/2102.05649,https://arxiv.org/abs/2102.05649,https://arxiv.org/abs/2102.05649,https://arxiv.org/abs/2102.05649,https://arxiv.org/abs/2102.05649
First Author,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,Broekgaarden,"Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime","Román-Garza, Jaime",Olejak21-M380 (fiducial),Olejak21-M380 (fiducial),Olejak21-M480 (changedCEcriteria),Olejak21-M480 (changedCEcriteria),Olejak21-M481 (changedCEcriteria+switch),Olejak21-M481 (changedCEcriteria+switch)
label string,B22-A-fiducial,B22-A-fiducial,B22-B-beta0-25,B22-B-beta0-25,B22-C-beta0-5,B22-C-beta0-5,B22-D-beta0-75,B22-D-beta0-75,B22-E-unstableBB,B22-E-unstableBB,B22-F-unstableBB-optimistic,B22-F-unstableBB-optimistic,B22-G-alpha0-1,B22-G-alpha0-1,B22-H-alpha0-5,B22-H-alpha0-5,B22-I-alpha2,B22-I-alpha2,B22-J-alpha10,B22-J-alpha10,B22-K-optimisticCE,B22-K-optimisticCE,B22-L-rapid,B22-L-rapid,B22-M-max-mNS:2,B22-M-max-mNS:2,B22-N-max-mNS:3,B22-N-max-mNS:3,B22-O-noPISN,B22-O-noPISN,B22-P-sigma:100,B22-P-sigma:100,B22-Q-sigma:30,B22-Q-sigma:30,B22-R-noBHkick,B22-R-noBHkick,B22-S-fWR:0-1,B22-S-fWR:0-1,B22-T-fWR:5,B22-T-fWR:5,RG21-SN:N20,RG21-SN:N20,RG21-SN:rapid,RG21-SN:rapid,RG21-SN:delayed,RG21-SN:delayed,RG21-ESCN:Full-SN:N20,RG21-ESCN:Full-SN:N20,RG21-ESCN:Full-SN:rapid,RG21-ESCN:Full-SN:rapid,RG21-ECSN:Full-SN:delayed,RG21-ECSN:Full-SN:delayed,RG21-noBHkick-SN:N20,RG21-noBHkick-SN:N20,RG21-noBHkick-SN:rapid,RG21-noBHkick-SN:rapid,RG21-noBH-kick-SN:delayed,RG21-noBH-kick-SN:delayed,Olejak21-M380 (fiducial),Olejak21-M380 (fiducial),Olejak21-M480 (changedCEcriteria),Olejak21-M480 (changedCEcriteria),Olejak21-M481 (changedCEcriteria+switch),Olejak21-M481 (changedCEcriteria+switch)
code,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,COMPAS,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,POSYDON,StarTrack,StarTrack,StarTrack,StarTrack,StarTrack,StarTrack
"type of limit (for plotting, see jupyter notebook for a dictionary) ",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1],fraction,rate [Gpc^-3 yr^-1]
.0.0.0,0.07418531564,43.02277651,0.529123297,17.82799294,0.5206584006,10.11018047,0.01167043529,4.70160815,0.1587486453,8.199414629,0.3487190854,27.5952393,0.9703129849,3.304914305,0.4197552045,9.203985594,0.0684293797,51.68212332,0.1814296493,17.91214103,0.06006664085,53.293,0.02572159188,131.2264722,0.07396420614,39.20624627,0.07047340206,46.53685197,0.07244531729,43.77647507,0.08376881404,137.1876773,0.01927738332,282.5431898,0.03754301854,225.5014272,0.05717696803,64.00103451,0.220882434,5.700943696,0.030,77.240,0.28,10.140,0.54,5.650,0.0431146359,69.350,0.2913165266,10.710,0.495697074,5.810,0.030,77.240,0.1136638452,16.54,0.07621671258,32.67,0,13.1,0.07692307692,15.600,0,4.1
.1.1.1,0.05203687833,203.5685909,0.2673467849,97.97499734,0.3661797961,64.42542734,0.02352373632,42.68748409,0.07646564241,47.9292706,0.1260091281,215.1206334,0.8595667903,11.7625629,0.1224084958,80.33656801,0.04556844501,245.8463401,0.07720545867,141.489463,0.0390069276,272.5954365,0.02028719239,432.4658595,0.04825198685,163.7784592,0.0495432781,237.0196341,0.05158358612,207.297249,0.05660177072,500.1033522,0.01764858077,829.6349353,0.03442380156,632.175996,0.04796934352,198.7314991,0.1191977968,77.70895353,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.2,0.07176342091,40.31610525,0.4711094838,17.39945329,0.4710292831,10.39661536,0.01601886786,5.445862883,0.1340899544,8.318194285,0.3106516602,32.33618277,0.9497451088,2.974844095,0.3388261713,10.5746347,0.06123997463,49.95417181,0.1440849323,20.05980665,0.05592916235,51.83535374,0.02616821242,118.8354834,0.06954194564,35.60065739,0.0667457729,44.51969461,0.07095667265,41.07228595,0.09006243858,119.6025763,0.02432845206,229.6579351,0.0405304173,184.7196203,0.07044648065,56.53396478,0.1733731426,7.919287778,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.3,0.0616274045,73.82163192,0.4809779907,28.43969978,0.5196072814,15.2148203,0.01025828891,7.033815208,0.1396051597,14.30571244,0.2664943302,51.73997289,0.9572503868,4.991651652,0.3086670078,17.35919416,0.06491215018,79.69939177,0.2139579416,21.95800229,0.04846417824,94.15104238,0.02279042598,215.8472919,0.06339054824,65.99713802,0.06169220689,80.57546768,0.06150042653,75.24055075,0.07350504756,222.8097289,0.01684897954,445.5072366,0.03517209375,352.4266401,0.05145285012,101.1330362,0.1571975717,8.165580468,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.1,0.05671557245,189.8575983,0.2665618269,98.0727557,0.3632520164,65.05448661,0.03035653077,45.6272501,0.08386172537,44.13873365,0.131644462,199.6796103,0.8752664162,11.56829068,0.128622243,74.94418484,0.04656481808,241.3876649,0.05731634133,191.6032833,0.0432782376,249.8039947,0.02121144961,392.2403559,0.05297968543,152.1068077,0.05257230972,221.7411964,0.05542057119,193.1665069,0.05931727541,460.0198456,0.0187664386,758.469241,0.03558930723,573.4033836,0.0518995938,186.2429021,0.1125402998,88.58812826,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.2,0.07189395739,58.14253363,0.4045278887,27.58100075,0.4229037299,18.86077924,0.02244627042,11.81638195,0.1191856755,12.70664362,0.2427556668,47.15395353,0.9371064962,4.309182604,0.262224952,17.55091958,0.05603570874,80.73688124,0.07927877666,54.33927723,0.0562494357,74.58424064,0.0264096344,148.1963104,0.06983309902,49.593,0.06953960724,65.6152134,0.07128223266,59.06717256,0.08534513234,159.2295868,0.02495284605,288.1186423,0.04328826248,223.6083783,0.0723630368,69.71861359,0.1512215657,20.00089161,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.3,0.06474582251,87.17851731,0.4121681352,37.93396694,0.4436693573,24.58833436,0.01792957037,14.37665542,0.1173005581,18.53271637,0.2214476138,66.38350219,0.9380916386,6.022441357,0.2444975039,24.81798472,0.05694074456,110.5713133,0.10819623,54.18521047,0.05051178175,112.1631524,0.02386441297,225.8659735,0.064,75.190,0.0642591331,97.64244775,0.06447303357,88.74500616,0.07457148503,245.1669107,0.01979268539,460.3194891,0.03856554383,355.6648341,0.05869898377,104.6753557,0.1531120679,22.44892665,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.1,0.05564204266,198.3570617,0.2626863301,102.255686,0.3629317798,67.82267636,0.03014078627,47.46872346,0.08250635819,46.68473175,0.1262653208,213.8284417,0.8664197909,12.04819334,0.1222287122,80.71711079,0.04618295994,251.2982478,0.05611600251,203.2832843,0.04222524202,262.4535676,0.02099590327,405.1930868,0.052,158.455,0.05152519506,232.0551353,0.05436035056,201.742619,0.05841855777,477.1582962,0.01877372249,778.1409606,0.03534838585,587.5731125,0.05117907389,192.5865154,0.1158321743,90.47328834,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.2,0.07566062384,58.69181244,0.4259454039,27.86868527,0.4278234768,19.85591987,0.02440705974,12.52073549,0.1274952896,12.73327117,0.2556634241,44.73478137,0.942643378,4.554854271,0.2822794368,17.2712722,0.05712170853,84.93669772,0.07535046994,61.14227153,0.05972353963,74.61126438,0.02705198845,150.002479,0.07346445305,50.46542775,0.07288280618,65.93910901,0.07503479959,59.65515073,0.08809533923,161.5514378,0.02573666178,293.5840186,0.04504316984,226.762928,0.0742949669,71.02235031,0.1577727238,20.93679785,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.3,0.06703723822,89.48378341,0.425791457,38.97422726,0.4450116629,26.13634354,0.01927035236,15.48804226,0.1200942733,18.92964995,0.2317130579,64.94176807,0.9421318001,6.394109488,0.2578172012,24.98409598,0.0573558026,116.7386341,0.1039260117,60.27116371,0.05269302936,114.2736554,0.02441021877,230.528007,0.06662163109,77.64356426,0.06665677848,99.9348418,0.06656026096,91.14790178,0.07594240468,253.0538146,0.02025486503,477.0096001,0.03939568688,367.0483241,0.0602245304,107.2610352,0.1553543505,24.08548957,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.1,0.05980977204,199.0068383,0.2813419665,101.4740559,0.3661572589,70.71246571,0.02361608185,47.50584746,0.08054404787,48.13720823,0.1315527478,220.4221047,0.8659054346,12.679161,0.136367498,82.09614672,0.04750362411,262.2380424,0.06338746389,191.4588061,0.04486284365,266.1225831,0.02311630793,409.105115,0.05670389169,159.2136318,0.05680231923,232.1693329,0.05996007603,202.4069511,0.0640208299,486.8849778,0.02105253194,799.3961829,0.03971146951,607.1471085,0.0556594693,193.1409293,0.1377378508,85.93620534,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.2,0.0889881247,51.45755125,0.4832249759,24.8151368,0.4495678117,17.76064303,0.01895398723,9.900705582,0.133925038,11.60718558,0.2863130444,38.86239543,0.9506208194,4.391103361,0.37517316,14.32859927,0.05810214551,79.12999176,0.09595928985,46.00287137,0.06844137039,66.9715311,0.02861784022,141.5964735,0.08243785762,44.72184416,0.07829444323,57.59791541,0.08594218077,52.49961723,0.1016622099,147.6945006,0.03163949623,269.2459041,0.0513882127,212.8240356,0.0798621027,66.95176124,0.2106426299,15.59656965,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.3,0.07129200581,83.95198574,0.5018942517,34.82441906,0.5119583633,20.80272921,0.01019506879,9.728445558,0.1423058879,18.30812722,0.250739223,60.79791029,0.9608747395,6.39098986,0.3567814198,19.91785177,0.05788723192,112.2208372,0.1808896786,33.85447776,0.05451799944,109.7063987,0.02449740644,240.0361447,0.07187098221,73.72549302,0.07020460907,93.17123101,0.07091456185,85.52478602,0.08373819096,246.9355523,0.02175542312,473.5173371,0.04337588777,372.3329062,0.05885455364,108.5572746,0.1826296587,12.77935212,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.1,0.06492408956,183.8493042,0.2811192315,99.43780887,0.369453534,68.35640184,0.02981900562,48.38979366,0.08776796293,43.67646059,0.1370712435,204.5290607,0.8805926103,12.16160531,0.1358864719,75.21191277,0.04780770761,253.0076984,0.0477323801,251.3874747,0.04974729493,241.2005442,0.02422207219,367.5053769,0.06086895208,145.8140411,0.06094888412,214.8204301,0.06390050782,186.1890395,0.06625980976,442.1436015,0.02128458305,725.6610501,0.04003771235,543.7798481,0.05858083766,178.9421656,0.1281836219,92.24544965,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.2,0.08509080862,66.19345786,0.4261379062,33.40345848,0.421218485,25.65972295,0.02249589174,16.64652231,0.1209455238,14.89157324,0.2412556902,51.59451139,0.9414790158,5.439620504,0.2869918976,20.43135748,0.05464036667,106.9415958,0.0558467078,100.3784534,0.06675671164,84.75239093,0.03019916425,158.9240325,0.08270581201,55.67280464,0.08488039492,74.65525551,0.08719642354,66.71040361,9.73E-02,176.1275899,0.03066649494,310.1409513,0.05259432076,236.0331142,0.08204778203,75.53873202,0.1883834579,27.96799871,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.3,0.07512150094,94.47323773,0.4260154455,44.15730197,0.4352949686,32.06770656,0.0184540606,19.51775896,0.1195293374,21.21306335,0.2217889897,71.97035195,0.939600893,7.232437552,0.2728161171,27.83123413,0.05504630325,140.085648,0.07830188049,92.2590274,0.05840121432,121.9366687,0.02689103271,234.4200935,7.39E-02,80.42551853,0.07416456842,106.4825775,0.07643301325,95.93883502,8.46E-02,259.7937419,0.02489693584,472.4447049,0.04618795135,361.2983999,0.0679747213,108.4710594,0.1883469128,31.10373821,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.1,0.06366574564,191.3754036,0.2765704306,103.3451843,0.3687198369,70.89561046,0.02956084371,50.12606347,0.08643458851,46.07109188,0.1315614347,218.8005286,0.8716259163,12.62362938,0.128897128,80.72920976,0.04752012593,261.6218528,0.04706450522,263.2115103,0.04852664567,252.429942,0.02400463225,378.3780992,5.98E-02,151.3385806,0.05965689218,224.0053315,0.06262944672,193.7581225,6.52E-02,457.4252372,0.0211964328,743.5303174,0.03964226907,557.0269729,0.05772566739,184.7280776,0.1310510903,93.96024435,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.2,0.08876124704,66.8380702,0.4439589284,33.82953666,0.4244757733,26.87388212,0.02391413178,17.46875417,0.1289691574,14.98373055,0.2533951187,49.13926531,0.9456243128,5.735688611,0.3064357916,20.3331951,0.0560306774,111.3827886,0.0556229921,106.8680028,0.07009765591,84.94400544,0.03084184632,160.758462,8.62E-02,56.84509465,0.08735179053,75.16199481,0.09063042027,67.54444427,0.09971166238,178.9387131,0.0315088969,316.1088093,0.05435387894,239.3665405,0.08444220423,76.92934001,0.1931950331,29.20250442,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.3,0.07877801099,96.93365761,0.4378519731,45.87533838,0.433339957,34.18502649,0.01957515992,20.92933568,0.1223697785,21.86374744,0.2317097772,70.64027451,0.9413662627,7.742133074,0.2861663152,28.50187581,0.05603240161,147.3157629,0.08128459497,95.92113385,0.06167149201,124.2454903,0.02764960202,238.7797574,0.0766701872,83.20600993,0.07649123743,109.1095658,0.07824693442,98.64773457,0.0864449572,268.5064097,0.02578275564,488.7933883,0.04727141448,372.1763594,0.07086221958,111.1483834,0.1829382687,33.61433106,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.1,0.05399515222,137.8476897,0.2719670172,67.42518355,0.3647017487,45.20051547,0.02319653926,30.12779695,0.07774442138,32.71032277,0.1260551351,144.3367739,0.8638379115,8.212935818,0.1266670408,54.53165234,0.04584042559,171.8387419,0.07566990258,101.7927367,0.04053571943,184.3233122,0.02092452339,291.3253377,0.04996115571,110.8342877,0.05134253251,160.6587465,0.05338078896,140.3358431,0.05880042519,338.8258096,0.01868416174,559.1206191,0.03592762123,425.4571077,0.05010551511,134.1285395,0.1222754032,54.76541443,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.2,0.07284479741,29.23476145,0.4792038492,12.63977014,0.4734740976,7.611290925,0.01559672842,3.954758705,0.1333895996,6.05802782,0.2986388917,22.67044825,0.9519793575,2.195745741,0.3519714234,7.422439052,0.06034242932,37.10287662,0.1472050174,14.48879353,0.05662940051,37.68297937,0.026,86.64660419,0.07042767153,25.85434113,0.06784427515,32.32316149,0.07214890269,29.778,0.09155606555,86.48529551,0.02507674946,164.8897941,0.04184032068,132.5681579,0.06968756836,40.84515525,0.1752336563,5.744311238,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.3,0.06254554654,52.52364523,0.4867898928,20.28784527,0.5206361892,11.04704209,0.01028872418,5.095167973,0.1382737775,10.29388842,0.2567407711,36.20769257,0.9582499508,3.613560177,0.3227480755,12.08366845,0.06394550734,58.40712469,0.2118305991,16.11922199,0.04900027709,67.2514261,0.023,153.565853,0.06411065078,46.95410911,0.06258851701,57.46480874,0.06242742747,53.53167334,0.07521905763,157.5445611,0.01767237419,311.7935633,0.03645844411,246.5673503,0.05218075529,71.14653626,0.1606099182,5.972192515,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.1,0.05903294747,128.1953477,0.272328692,67.20746831,0.3637855533,45.30392972,0.02999970826,31.88656299,0.08590589211,30.00488783,0.1319900411,133.7731369,0.8795469664,8.074571027,0.1327141563,50.87059114,0.04711372669,167.6875844,0.05604650393,137.9336079,0.04511275458,168.4080316,0.022,263.0817418,0.05493136673,102.7031276,0.05445189684,149.7835708,0.05738534624,130.4030934,0.0615720031,310.8759184,0.01980697371,510.4171623,0.03704492445,384.7525175,0.05420341222,125.4735257,0.1157976692,61.6550434,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.2,0.07423515302,41.32841088,0.4125276965,19.84906568,0.4235888678,13.79326948,0.02209875164,8.635980902,0.1203924354,9.122486424,0.237060087,32.6069853,0.9397430385,3.158959474,0.2724825148,12.34871614,0.05588887155,59.34005575,0.07940413748,40.00857233,0.05804522637,53.04399332,0.02681421518,105.4054526,0.07171875648,35.29271676,0.07150784173,46.70487103,0.07335154993,41.99500834,0.08790545661,113.1403356,0.02619693651,203.1951986,0.04521450642,157.3762727,0.07371995821,49.34351146,0.1541538367,14.60468525,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.3,0.06661982526,61.1610879,0.4181884644,26.95988907,0.4435793381,17.80343874,0.01780623019,10.43541421,0.1178721066,13.19077819,0.2164972319,45.81287603,0.9401280783,4.346003273,0.2549111126,17.26709448,0.05649694267,80.52768235,0.107298681,39.71162576,0.05188391911,78.82500965,0.02423427112,158.2239316,0.06597629527,52.72587475,0.06608070701,68.67413978,0.06619636109,62.25679986,0.07703816849,171.440799,0.02097203908,318.8324534,0.04035491696,245.9333638,0.06056683518,72.75183453,0.1559250782,16.37212667,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.1,0.05789540271,133.7703941,0.2681678153,70.01565899,0.3630156887,47.1932202,0.02977626686,33.16890508,0.0844863674,31.6852008,0.1266767351,143.1313518,0.8708382916,8.396380631,0.1259986766,54.71822678,0.04674681006,174.1826915,0.05483346418,146.0560096,0.0440105443,176.674169,0.02170458195,271.3844972,0.05396020803,106.8681675,0.05334318671,156.5491761,0.05625230275,136.0179368,0.06062864641,322.1462034,0.01979329614,523.3362593,0.03675172633,394.0904961,0.05343326863,129.6677789,0.118852417,63.01005257,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.2,0.07774330408,41.84310494,0.4324206811,20.09912681,0.4280574373,14.51033441,0.02385222628,9.137063371,0.1281009202,9.173438189,0.248817276,31.05624966,0.94468021,3.333654247,0.2921002951,12.1952018,0.05692554215,62.36377808,0.07582979663,44.69265354,0.06130781857,53.24208346,0.02741171317,106.9567449,0.07503076846,35.9988501,0.07461988426,47.08219635,0.07684212383,42.53424416,0.09042068734,115.062903,0.02690567018,207.4509188,0.04687970325,159.9518821,0.07549223832,50.35487059,0.1599752706,15.27855122,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.3,0.06874298876,62.74136955,0.4307131053,27.68810486,0.4448822154,18.88620662,0.01899176605,11.21722946,0.1202107661,13.49659941,0.2259682122,44.92455179,0.9436713559,4.601128179,0.2678132747,17.40307881,0.05684672699,84.92398022,0.1032510552,43.94442299,0.05390352667,80.31498594,0.02478103691,161.2224518,0.06812717548,54.38211243,0.06840644183,70.27749862,0.06818117855,63.90016396,0.07838879858,176.7090754,0.02144414332,329.6317042,0.04121122978,253.1632258,0.06220887623,74.33529192,0.1579924251,17.51995553,,,,,,,,,,,,,,,,,,,,,,,,